"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0044035050","0068","2010-09-02T10:00:00.000","26.5","MACAGUAL - AUT","CAQUETA","FLORENCIA","CAQUETÁ","1.499722222","-75.661","Temp Aire 2 m","°C"
"0024035360","0068","2013-12-26T18:00:00.000","16.6","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Temp Aire 2 m","°C"
"0023065503","0068","2018-05-30T05:00:00.000","15.7345","EL MIRADOR  - AUT","CUNDINAMARCA","SASAIMA","MEDIO MAGDALENA","4.95","-74.4","Temp Aire 2 m","°C"
"0024015507","0068","2019-01-15T10:30:00.000","12.309","OJO DE AGUA  - AUT","CUNDINAMARCA","SIMIJACA","SOGAMOSO","5.392","-73.854","Temp Aire 2 m","°C"
"0026175501","0068","2018-09-06T20:15:00.000","20.81957","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0035025080","0068","2014-11-16T09:00:00.000","9.2","PNN CHINGAZA - AUT","CUNDINAMARCA","LA CALERA","META","4.661","-73.82733333","Temp Aire 2 m","°C"
"0052035501","0068","2019-03-16T17:40:00.000","25.54165","EL SAUCE  - AUT","NARIÑO","LA UNIÓN","PATÍA","1.615555556","-77.10971944","Temp Aire 2 m","°C"
"0026175501","0068","2018-07-02T07:25:00.000","17.57612","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0036015501","0068","2019-01-29T00:05:00.000","24.98717","TAMARA  - AUT","CASANARE","TÁMARA","CASANARE","5.872219444","-72.11944167","Temp Aire 2 m","°C"
"0027015290","0068","2011-01-08T20:00:00.000","18","PAJARITO - AUT","ANTIOQUIA","MEDELLÍN","NECHÍ","6.286333333","-75.61279167","Temp Aire 2 m","°C"
"2120000106","0068","2019-07-10T05:15:00.000","7.579","GRAN BRETAÑA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.512","-74.164","Temp Aire 2 m","°C"
"0026135501","0068","2017-09-20T22:20:00.000","19.19872","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Temp Aire 2 m","°C"
"0024025501","0068","2017-12-27T19:10:00.000","18.07153","ALBERTO SANTOS  - AUT","SANTANDER","SOCORRO","SOGAMOSO","6.493052778","-73.22111111","Temp Aire 2 m","°C"
"0053115501","0068","2018-05-17T23:50:00.000","18.6378","DAGUA  - AUT","VALLE DEL CAUCA","DAGUA","TAPAJE - DAGUA - DIRECTOS","3.610441667","-76.63785833","Temp Aire 2 m","°C"
"0016025503","0068","2019-01-22T02:05:00.000","15.3702","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Temp Aire 2 m","°C"
"0026215501","0068","2019-08-20T05:55:00.000","14.58418","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Temp Aire 2 m","°C"
"0024015501","0068","2018-07-03T20:55:00.000","16.05089","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Temp Aire 2 m","°C"
"0027015280","0068","2015-06-18T03:00:00.000","8.7","PARAMO BELMIRA - AUT","ANTIOQUIA","ENTRERRIOS","NECHÍ","6.632027778","-75.64444444","Temp Aire 2 m","°C"
"0021165502","0068","2018-06-07T20:55:00.000","18.34715","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Temp Aire 2 m","°C"
"0021206810","0068","2015-06-26T11:05:00.000","15.7","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Temp Aire 2 m","°C"
"0026175501","0068","2018-02-10T19:25:00.000","22.57464","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0026145508","0068","2018-06-30T13:20:00.000","24.87362","SAN JOSE  - AUT","CALDAS","SAN JOSE","CAUCA","5.094972222","-75.79174722","Temp Aire 2 m","°C"
"0021015501","0068","2019-02-08T09:45:00.000","19.04435","PITALITO  - AUT","HUILA","PITALITO","ALTO MAGDALENA","1.777527778","-76.19163889","Temp Aire 2 m","°C"
"0023125501","0068","2018-03-31T06:05:00.000","17.9614","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Temp Aire 2 m","°C"
"0026015030","0068","2008-12-25T06:00:00.000","6.3","PNN PURACE - AUT","CAUCA","PURACÉ (COCONUCO)","CAUCA","2.356848889","-76.40354389","Temp Aire 2 m","°C"
"2120700038","0068","2018-11-04T01:08:00.000","11.61","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0016015130","0068","2017-06-25T02:00:00.000","16.6","ALCALDIA DE HERRAN  - AUT","NORTE DE SANTANDER","HERRÁN","CATATUMBO","7.506722222","-72.48536111","Temp Aire 2 m","°C"
"0021206900","0068","2015-06-14T22:55:00.000","9.4","LA ESPERANZA USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","META","4.45","-74.1","Temp Aire 2 m","°C"
"0026135501","0068","2017-08-12T22:25:00.000","21.00106","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Temp Aire 2 m","°C"
"0023055502","0068","2017-12-31T00:35:00.000","16.74814","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Temp Aire 2 m","°C"
"0022025501","0068","2019-07-27T19:10:00.000","18.75332","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Temp Aire 2 m","°C"
"0026125505","0068","2016-07-14T13:15:00.000","24.7","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Temp Aire 2 m","°C"
"0021055070","0068","2018-09-01T10:00:00.000","25","INZA - AUT","CAUCA","INZÁ","ALTO MAGDALENA","2.548194444","-76.06394444","Temp Aire 2 m","°C"
"0026165501","0068","2016-08-25T12:10:00.000","26.6","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Temp Aire 2 m","°C"
"0021206810","0068","2012-10-04T00:15:00.000","14.4","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Temp Aire 2 m","°C"
"0023065190","0068","2011-01-10T02:00:00.000","19","QUEBRADA NEGRA - AUT","CUNDINAMARCA","QUEBRADANEGRA","MEDIO MAGDALENA","5.137611111","-74.48125","Temp Aire 2 m","°C"
"0026165502","0068","2018-07-31T00:55:00.000","15.78123","JARDIN  - AUT","ANTIOQUIA","JARDÍN","CAUCA","5.6","-75.84972222","Temp Aire 2 m","°C"
"0026125508","0068","2018-06-13T06:20:00.000","18.39855","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Temp Aire 2 m","°C"
"2120000104","0068","2019-02-21T02:45:00.000","11.14","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0021165502","0068","2019-08-05T01:25:00.000","17.578","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Temp Aire 2 m","°C"
"0026145508","0068","2018-06-07T04:25:00.000","16.93459","SAN JOSE  - AUT","CALDAS","SAN JOSE","CAUCA","5.094972222","-75.79174722","Temp Aire 2 m","°C"
"0035185010","0068","2007-08-13T05:00:00.000","22.1","LA PALOMERA - AUT","META","PUERTO LÓPEZ","META","4.260361111","-72.56447222","Temp Aire 2 m","°C"
"0035025501","0068","2018-08-07T14:40:00.000","16.88943","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Temp Aire 2 m","°C"
"0021202200","0068","2013-04-20T14:45:00.000","14.7","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Temp Aire 2 m","°C"
"0021035501","0068","2019-01-22T16:50:00.000","21.58514","ACEVEDO  - AUT","HUILA","ACEVEDO","ALTO MAGDALENA","1.763191667","-75.93224722","Temp Aire 2 m","°C"
"0026105240","0068","2017-05-24T21:00:00.000","17.9","EL PLACER - AUT","VALLE DEL CAUCA","BUGA","CAUCA","3.879111111","-76.10055556","Temp Aire 2 m","°C"
"0026125508","0068","2018-11-20T17:20:00.000","24.77931","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Temp Aire 2 m","°C"
"0026195501","0068","2018-09-18T23:25:00.000","16.81433","ANDES  - AUT","ANTIOQUIA","ANDES","CAUCA","5.660108333","-75.91413889","Temp Aire 2 m","°C"
"0021206980","0068","2016-10-26T18:00:00.000","10.7","SANTA CRUZ DE SIECHA  - AUT","CUNDINAMARCA","GUASCA","ALTO MAGDALENA","4.784277778","-73.87080556","Temp Aire 2 m","°C"
"0021202230","0068","2016-01-10T07:30:00.000","12.7","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"2403500041","0068","2019-08-19T10:00:00.000","16.5","DUITAMA - AUT","BOYACÁ","PAIPA","SOGAMOSO","5.78755","-73.081783333","Temp Aire 2 m","°C"
"0026125509","0068","2016-08-04T15:05:00.000","24.2","ESPERANZA LA  - AUT","QUINDÍO","PIJAO","CAUCA","4.299444444","-75.72508056","Temp Aire 2 m","°C"
"0052025501","0068","2017-08-18T07:55:00.000","17.87822","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0026165502","0068","2018-11-17T03:20:00.000","17.62585","JARDIN  - AUT","ANTIOQUIA","JARDÍN","CAUCA","5.6","-75.84972222","Temp Aire 2 m","°C"
"0024015501","0068","2017-10-21T09:50:00.000","24.62818","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Temp Aire 2 m","°C"
"0026205501","0068","2018-06-04T07:35:00.000","20.29877","EL ROSARIO  - AUT","ANTIOQUIA","VENECIA","CAUCA","5.625830556","-75.70527778","Temp Aire 2 m","°C"
"0021208480","0068","2012-01-10T13:00:00.000","18.7","KENNEDY - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.15","Temp Aire 2 m","°C"
"0037015030","0068","2013-06-12T02:00:00.000","7.9","BERLIN - AUT","SANTANDER","TONA","ARAUCA","7.187","-72.8685","Temp Aire 2 m","°C"
"0021035501","0068","2017-09-24T12:05:00.000","21.77707","ACEVEDO  - AUT","HUILA","ACEVEDO","ALTO MAGDALENA","1.763191667","-75.93224722","Temp Aire 2 m","°C"
"0021015050","0068","2017-02-04T18:00:00.000","18.6","PURACE  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.925916667","-76.42755556","Temp Aire 2 m","°C"
"0035035110","0068","2015-10-13T13:00:00.000","24.5","SALINAS DE UPIN  - AUT","META","RESTREPO","META","4.273861111","-73.58686111","Temp Aire 2 m","°C"
"0021195160","0068","2011-10-03T15:00:00.000","20.2","SUBIA","CUNDINAMARCA","SILVANIA","ALTO MAGDALENA","4.477","-74.384","Temp Aire 2 m","°C"
"2120000106","0068","2019-05-23T08:37:00.000","12.84","GRAN BRETAÑA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.512","-74.164","Temp Aire 2 m","°C"
"0023015501","0068","2019-07-19T15:15:00.000","27.74143","FRESNO  - AUT","TOLIMA","FRESNO","MEDIO MAGDALENA","5.155638889","-75.00313611","Temp Aire 2 m","°C"
"0016025502","0068","2016-07-21T09:35:00.000","26.8","FRANCISCO ROMERO  - AUT","NORTE DE SANTANDER","SALAZAR","CATATUMBO","7.739166667","-72.78055278","Temp Aire 2 m","°C"
"0021065501","0068","2019-05-30T09:15:00.000","22.09736","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Temp Aire 2 m","°C"
"2120000106","0068","2019-04-30T11:03:00.000","13.74","GRAN BRETAÑA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.512","-74.164","Temp Aire 2 m","°C"
"0027015501","0068","2017-12-02T11:25:00.000","24.8732","YOLOMBO  - AUT","ANTIOQUIA","YOLOMBÓ","NECHÍ","6.580958333","-75.11487778","Temp Aire 2 m","°C"
"2120000107","0068","2019-04-29T15:08:00.000","15.77","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0016015501","0068","2019-01-04T01:00:00.000","24.4","APTO CAMILO DAZA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.932","-72.511","Temp Aire 2 m","°C"
"0044035050","0068","2007-08-04T04:00:00.000","21.5","MACAGUAL - AUT","CAQUETA","FLORENCIA","CAQUETÁ","1.499722222","-75.661","Temp Aire 2 m","°C"
"0021195170","0068","2012-02-18T06:00:00.000","5.5","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Temp Aire 2 m","°C"
"0023125501","0068","2018-02-16T07:45:00.000","18.62706","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Temp Aire 2 m","°C"
"0027015320","0068","2011-01-23T23:00:00.000","6.1","ARAGON - AUT","ANTIOQUIA","SANTA ROSA DE OSOS","NECHÍ","6.781083333","-75.560888889","Temp Aire 2 m","°C"
"0021205516","0068","2019-05-18T02:30:00.000","14.092","NEGRETE  - AUT","CUNDINAMARCA","PACHO","ALTO MAGDALENA","5.173","-73.852","Temp Aire 2 m","°C"
"0021205505","0068","2016-12-20T12:00:00.000","0","PTAR TOCANCIPA - CAR","CUNDINAMARCA","TOCANCIPÁ","ALTO MAGDALENA","4.97","-73.918","Temp Aire 2 m","°C"
"0035025502","0068","2018-11-03T11:30:00.000","11.588","LA ESMERALDA-  - AUT","BOGOTA","BOGOTA, D.C","META","4.56","-74","Temp Aire 2 m","°C"
"0026115501","0068","2017-12-21T15:30:00.000","26.38306","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Temp Aire 2 m","°C"
"0021202240","0068","2012-12-26T21:30:00.000","14.97","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Temp Aire 2 m","°C"
"0023055501","0068","2017-11-21T20:25:00.000","19.15167","SANTA HELENA  - AUT","CALDAS","MARQUETALIA","MEDIO MAGDALENA","5.317497222","-74.99610833","Temp Aire 2 m","°C"
"0057015010","0068","2015-02-08T16:00:00.000","0","MALPELO - DIMAR","VALLE DEL CAUCA","BUENAVENTURA","BAUDÓ - DIRECTOS PACIFICO","4.096","-81.609","Temp Aire 2 m","°C"
"0024030950","0068","2018-10-09T21:00:00.000","14.6","MALAGA 2","SANTANDER","MÁLAGA","SOGAMOSO","6.706388889","-72.72972222","Temp Aire 2 m","°C"
"0053115501","0068","2016-07-28T05:35:00.000","16.5","DAGUA  - AUT","VALLE DEL CAUCA","DAGUA","TAPAJE - DAGUA - DIRECTOS","3.610441667","-76.63785833","Temp Aire 2 m","°C"
"2120700038","0068","2019-04-02T01:19:00.000","13.38","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0021035501","0068","2018-08-06T06:45:00.000","17.34941","ACEVEDO  - AUT","HUILA","ACEVEDO","ALTO MAGDALENA","1.763191667","-75.93224722","Temp Aire 2 m","°C"
"0021202180","0068","2013-01-07T09:20:00.000","15.5","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Temp Aire 2 m","°C"
"2120700037","0068","2019-08-16T08:46:00.000","13.6","CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.556","-74.125","Temp Aire 2 m","°C"
"0026125507","0068","2016-08-31T14:25:00.000","21","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Temp Aire 2 m","°C"
"0021015040","0068","2008-07-04T20:00:00.000","13.6","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Temp Aire 2 m","°C"
"0021165501","0068","2019-07-09T10:40:00.000","19.63617","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Temp Aire 2 m","°C"
"0026145503","0068","2019-05-25T07:00:00.000","16.94959","ANSERMA  - AUT","CALDAS","ANSERMA","CAUCA","5.231330556","-75.77961667","Temp Aire 2 m","°C"
"0013095010","0068","2014-01-03T15:00:00.000","7.8","COVEÑAS - DIMAR","SUCRE","TOLÚ","CARIBE - LITORAL","9.383","-75.667","Temp Aire 2 m","°C"
"0022045502","0068","2019-04-15T20:35:00.000","19.18946","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Temp Aire 2 m","°C"
"0028045501","0068","2017-11-26T13:15:00.000","28.64017","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Temp Aire 2 m","°C"
"0023125501","0068","2017-06-01T05:30:00.000","18.2766","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Temp Aire 2 m","°C"
"0021201980","0068","2011-05-27T12:10:00.000","14.1","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Temp Aire 2 m","°C"
"0023195190","0068","2011-02-09T19:00:00.000","18.6","SAN ANTONIO","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.1","-73.066","Temp Aire 2 m","°C"
"0026085501","0068","2018-08-08T19:40:00.000","21.87523","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Temp Aire 2 m","°C"
"0023125501","0068","2016-09-28T08:50:00.000","21.6","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Temp Aire 2 m","°C"
"0021202170","0068","2016-05-06T14:20:00.000","23.9","SIERRA MORENA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.167","Temp Aire 2 m","°C"
"0021202230","0068","2013-01-24T15:55:00.000","18.8","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"0021206810","0068","2011-08-20T08:15:00.000","16","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Temp Aire 2 m","°C"
"0021215160","0068","2016-12-02T10:00:00.000","21","CERROS NOROCCIDENTALES  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.470361111","-75.24386111","Temp Aire 2 m","°C"
"0021045501","0068","2017-08-03T03:55:00.000","16.5508","OPORAPA  - AUT","HUILA","OPORAPA","ALTO MAGDALENA","2.041941667","-76.01191667","Temp Aire 2 m","°C"
"0026165501","0068","2017-02-28T06:40:00.000","15.9","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Temp Aire 2 m","°C"
"0021202230","0068","2014-12-29T01:05:00.000","10","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"0021202230","0068","2011-07-01T19:30:00.000","14.5","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"0026155502","0068","2017-07-22T09:45:00.000","24.0856","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Temp Aire 2 m","°C"
"0022025501","0068","2018-01-06T16:10:00.000","19.14045","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Temp Aire 2 m","°C"
"0023105070","0068","2016-02-03T01:00:00.000","22.3","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Temp Aire 2 m","°C"
"0021015050","0068","2009-05-19T20:00:00.000","13.9","PURACE  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.925916667","-76.42755556","Temp Aire 2 m","°C"
"0052055502","0068","2019-06-17T12:35:00.000","27.10542","SANDONA  - AUT","NARIÑO","SANDONÁ","PATÍA","1.300888889","-77.46035833","Temp Aire 2 m","°C"
"0016025503","0068","2017-06-15T16:05:00.000","20.76267","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Temp Aire 2 m","°C"
"0052035501","0068","2018-02-27T13:45:00.000","25.12105","EL SAUCE  - AUT","NARIÑO","LA UNIÓN","PATÍA","1.615555556","-77.10971944","Temp Aire 2 m","°C"
"0021201980","0068","2011-01-09T12:20:00.000","9.7","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Temp Aire 2 m","°C"
"0026145090","0068","2017-09-24T01:00:00.000","16.3","SANTA EMILIA - AUT","RISARALDA","BELÉN DE UMBRÍA","CAUCA","5.207472222","-75.90294444","Temp Aire 2 m","°C"
"0021105501","0068","2017-10-23T17:05:00.000","20.76112","ALGECIRAS  - AUT","HUILA","ALGECIRAS","ALTO MAGDALENA","2.595027778","-75.22852778","Temp Aire 2 m","°C"
"0052055502","0068","2018-07-15T03:25:00.000","14.60222","SANDONA  - AUT","NARIÑO","SANDONÁ","PATÍA","1.300888889","-77.46035833","Temp Aire 2 m","°C"
"0052035501","0068","2017-10-22T18:20:00.000","19.76085","EL SAUCE  - AUT","NARIÑO","LA UNIÓN","PATÍA","1.615555556","-77.10971944","Temp Aire 2 m","°C"
"0026155230","0068","2015-05-25T13:00:00.000","19.5","EMAS - AUT","CALDAS","MANIZALES","CAUCA","5.08525","-75.50713889","Temp Aire 2 m","°C"
"0021015050","0068","2006-08-17T21:00:00.000","15","PURACE  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.925916667","-76.42755556","Temp Aire 2 m","°C"
"0021205502","0068","2017-05-22T22:05:00.000","18.7","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Temp Aire 2 m","°C"
"0023025501","0068","2017-03-01T02:50:00.000","17.2","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Temp Aire 2 m","°C"
"0026125290","0068","2015-06-11T08:00:00.000","22.2","ARMENIA - AUT","QUINDÍO","ARMENIA","CAUCA","4.531583333","-75.69069444","Temp Aire 2 m","°C"
"0024035410","0068","2015-05-20T01:00:00.000","11.2","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Temp Aire 2 m","°C"
"0021015502","0068","2017-12-13T11:10:00.000","22.36769","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0026145504","0068","2017-10-19T17:25:00.000","21.60723","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Temp Aire 2 m","°C"
"0044015070","0068","2015-10-10T14:00:00.000","30.5","EL PEPINO - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.082888889","-76.66711111","Temp Aire 2 m","°C"
"0026195502","0068","2017-06-05T10:30:00.000","28.32304","CIUDAD BOLIVAR  - AUT","ANTIOQUIA","CIUDAD BOLÍVAR","CAUCA","5.868666667","-75.99044167","Temp Aire 2 m","°C"
"0052055501","0068","2016-09-11T18:50:00.000","18.4","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Temp Aire 2 m","°C"
"0029015000","0068","2017-07-08T22:00:00.000","24.4","EL GUAMO - AUT","BOLIVAR","EL GUAMO","BAJO MAGDALENA","10.06444444","-74.85222222","Temp Aire 2 m","°C"
"0026125507","0068","2018-08-28T13:10:00.000","26.6923","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Temp Aire 2 m","°C"
"0026125501","0068","2017-09-14T18:25:00.000","21.18924","GENOVA  - AUT","QUINDÍO","GÉNOVA","CAUCA","4.204416667","-75.76866667","Temp Aire 2 m","°C"
"0016015110","0068","2007-08-10T15:00:00.000","32.1","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Temp Aire 2 m","°C"
"0023055502","0068","2019-02-14T15:15:00.000","22.94865","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Temp Aire 2 m","°C"
"0026155230","0068","2015-03-17T05:00:00.000","14.8","EMAS - AUT","CALDAS","MANIZALES","CAUCA","5.08525","-75.50713889","Temp Aire 2 m","°C"
"0052055502","0068","2016-08-05T22:00:00.000","16.2","SANDONA  - AUT","NARIÑO","SANDONÁ","PATÍA","1.300888889","-77.46035833","Temp Aire 2 m","°C"
"0021205509","0068","2019-05-28T14:30:00.000","12.253","EL DESTINO  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.397","-74.628","Temp Aire 2 m","°C"
"2120700038","0068","2019-06-27T21:21:00.000","13.76","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0026145507","0068","2017-06-27T15:45:00.000","23.78861","LAS TANGAS  - AUT","CALDAS","BELALCAZAR","CAUCA","5.038","-75.80599722","Temp Aire 2 m","°C"
"0035075080","0068","2015-06-13T12:59:05.000","0","PARAMO RABANAL - AUT","BOYACÁ","VENTAQUEMADA","META","5.392388889","-73.56277778","Temp Aire 2 m","°C"
"0015065501","0068","2015-06-10T01:00:00.000","26.2","LA MINA CERREJON  - AUT","LA GUAJIRA","ALBANIA","CARIBE - GUAJIRA","11.13758333","-72.61594444","Temp Aire 2 m","°C"
"0023085260","0068","2006-03-04T17:00:00.000","20.5","LA SELVA - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.131916667","-75.41455556","Temp Aire 2 m","°C"
"0024035370","0068","2013-11-03T19:00:00.000","7.3","EL ESPINO - AUT","BOYACÁ","EL ESPINO","SOGAMOSO","6.506722222","-72.45266667","Temp Aire 2 m","°C"
"0026145503","0068","2019-03-28T10:55:00.000","26.04181","ANSERMA  - AUT","CALDAS","ANSERMA","CAUCA","5.231330556","-75.77961667","Temp Aire 2 m","°C"
"0021195501","0068","2016-08-14T16:05:00.000","24.8","GRANJA TIBACUY  - AUT","CUNDINAMARCA","TIBACUY","ALTO MAGDALENA","4.363052778","-74.43527778","Temp Aire 2 m","°C"
