"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0016025501","0068","2016-09-20T04:15:00.000","16.1","CUCUTILLA  - AUT","NORTE DE SANTANDER","CUCUTILLA","CATATUMBO","7.519455556","-72.79790278","Temp Aire 2 m","°C"
"0024015503","0068","2018-05-05T18:40:00.000","15.43093","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Temp Aire 2 m","°C"
"0021202220","0068","2013-12-14T08:00:00.000","16.7","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Temp Aire 2 m","°C"
"0023065503","0068","2017-07-04T09:50:00.000","22.60089","EL MIRADOR  - AUT","CUNDINAMARCA","SASAIMA","MEDIO MAGDALENA","4.95","-74.4","Temp Aire 2 m","°C"
"0015065040","0068","2018-01-26T12:00:00.000","31.4","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Temp Aire 2 m","°C"
"0026185050","0068","2014-01-09T07:00:00.000","18.6","SANTA BARBARA - AUT","ANTIOQUIA","SANTA BÁRBARA","CAUCA","5.859583333","-75.55627778","Temp Aire 2 m","°C"
"0026175501","0068","2018-03-30T09:55:00.000","23.03483","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0021115501","0068","2019-05-18T09:25:00.000","23.04952","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Temp Aire 2 m","°C"
"0013055040","0068","2010-11-28T17:59:05.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Temp Aire 2 m","°C"
"0052025090","0068","2014-07-12T23:00:00.000","18.3","LA SIERRA - AUT","CAUCA","LA SIERRA","PATÍA","2.193833333","-76.75033333","Temp Aire 2 m","°C"
"0044035050","0068","2017-09-04T17:00:00.000","31.3","MACAGUAL - AUT","CAQUETA","FLORENCIA","CAQUETÁ","1.499722222","-75.661","Temp Aire 2 m","°C"
"0021115170","0068","2015-10-24T04:00:00.000","12.8","LA PLATA - AUT","HUILA","NEIVA","ALTO MAGDALENA","2.759138889","-75.07455556","Temp Aire 2 m","°C"
"0026125503","0068","2017-07-18T12:05:00.000","25.2618","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Temp Aire 2 m","°C"
"0015035020","0068","2019-05-31T13:00:00.000","30.2","TERMOGUAJIRA  - AUT","LA GUAJIRA","DIBULLA","CARIBE - GUAJIRA","11.2525","-73.41138889","Temp Aire 2 m","°C"
"0021015070","0068","2018-11-15T09:00:00.000","19.7","LOS GUACHAROS  - AUT","HUILA","PALESTINA","ALTO MAGDALENA","1.675833","-76.106841","Temp Aire 2 m","°C"
"0026115501","0068","2016-09-24T20:50:00.000","18.7","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Temp Aire 2 m","°C"
"0011105020","0068","2018-05-10T22:17:00.000","7","CARMEN DARIEN","CHOCÓ","CARMEN DEL DARIÉN  (CURBARADÓ)","ATRATO - DARIÉN","7.154","-76.977","Temp Aire 2 m","°C"
"0026155220","0068","2013-03-03T12:00:00.000","21.3","VILLAMARIA - AUT","CALDAS","VILLAMARIA","CAUCA","5.048666667","-75.51388889","Temp Aire 2 m","°C"
"0021055501","0068","2017-12-30T20:05:00.000","16.80802","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Temp Aire 2 m","°C"
"0026125502","0068","2017-06-10T13:30:00.000","27.39357","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Temp Aire 2 m","°C"
"0023015501","0068","2018-05-06T05:20:00.000","18.69586","FRESNO  - AUT","TOLIMA","FRESNO","MEDIO MAGDALENA","5.155638889","-75.00313611","Temp Aire 2 m","°C"
"0021202250","0068","2011-12-02T02:05:00.000","12.1","DOÑA JUANA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.5","-74.133","Temp Aire 2 m","°C"
"0023195501","0068","2016-07-27T14:20:00.000","24.7","SAN ANTONIO  - AUT","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.099441667","-73.06638611","Temp Aire 2 m","°C"
"0021015040","0068","2016-05-13T14:00:00.000","21.7","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Temp Aire 2 m","°C"
"0024015508","0068","2018-11-24T00:00:00.000","12.825","HACIENDA LA MESA  - AUT","CUNDINAMARCA","PASCA","ALTO MAGDALENA","4.308","-74.282","Temp Aire 2 m","°C"
"0023065502","0068","2018-04-19T04:00:00.000","17.89417","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Temp Aire 2 m","°C"
"0021195170","0068","2010-07-05T04:00:00.000","9.4","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Temp Aire 2 m","°C"
"0026135290","0068","2011-09-27T16:00:00.000","29.1","MARSELLA - AUT","RISARALDA","MARSELLA","CAUCA","4.929583333","-75.73838889","Temp Aire 2 m","°C"
"0029045000","0068","2013-06-24T04:00:00.000","25.1","SABANALARGA TX GPRS","ATLÁNTICO","SABANALARGA","BAJO MAGDALENA","10.637","-74.919","Temp Aire 2 m","°C"
"0021015502","0068","2018-10-03T06:15:00.000","16.19931","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0024015506","0068","2016-11-08T15:00:00.000","18.3","CAPELLANIA - CAR","CUNDINAMARCA","FÚQUENE","SOGAMOSO","5.449","-73.769","Temp Aire 2 m","°C"
"0023085501","0068","2016-06-13T14:40:00.000","28.9","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Temp Aire 2 m","°C"
"0024035360","0068","2015-09-18T17:00:00.000","15.8","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Temp Aire 2 m","°C"
"0035025501","0068","2018-06-07T00:35:00.000","15.64268","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Temp Aire 2 m","°C"
"0021206920","0068","2007-11-14T15:00:00.000","10.4","VILLA TERESA - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.35","-74.15","Temp Aire 2 m","°C"
"0021205513","0068","2019-08-21T01:40:00.000","10.226","LA RAMADA  - AUT","CUNDINAMARCA","FUNZA","ALTO MAGDALENA","4.505","-74.184","Temp Aire 2 m","°C"
"0021115501","0068","2018-05-21T01:05:00.000","18.57465","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Temp Aire 2 m","°C"
"0021205525","0068","2019-07-09T22:00:00.000","9.044","VILLA PINZON  - AUT","CUNDINAMARCA","VILLAPINZÓN","ALTO MAGDALENA","5.229","-73.585","Temp Aire 2 m","°C"
"0035085060","0068","2010-02-06T01:00:00.000","19.7","ZETAQUIRA - AUT","BOYACÁ","ZETAQUIRÁ","META","5.294944444","-73.16994444","Temp Aire 2 m","°C"
"2120000104","0068","2019-03-08T05:51:00.000","8.28","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0021202240","0068","2014-03-19T05:40:00.000","12.68","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Temp Aire 2 m","°C"
"0026015010","0068","2008-04-10T20:00:00.000","15.8","EL TABLAZO - AUT","CAUCA","POPAYÁN","CAUCA","2.474833056","-76.58129361","Temp Aire 2 m","°C"
"0021201980","0068","2013-01-25T21:15:00.000","11.6","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Temp Aire 2 m","°C"
"0028025120","0068","2011-05-19T12:00:00.000","15.8","SERRANIA DEL PERIJA  - AUT","CESAR","AGUSTÍN CODAZZI","CESAR","10.02908333","-73.04619444","Temp Aire 2 m","°C"
"0029065501","0068","2018-12-17T07:40:00.000","21.53373","CIENAGA,LA  - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.89785833","-74.08156667","Temp Aire 2 m","°C"
"2120000107","0068","2019-01-17T08:51:00.000","13.07","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0026145507","0068","2018-09-26T15:05:00.000","27.02176","LAS TANGAS  - AUT","CALDAS","BELALCAZAR","CAUCA","5.038","-75.80599722","Temp Aire 2 m","°C"
"2120700038","0068","2019-07-24T17:04:00.000","16.22","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0023105060","0068","2007-04-09T12:00:00.000","27.6","VEGACHA","ANTIOQUIA","VEGACHÍ","MEDIO MAGDALENA","6.774","-74.797","Temp Aire 2 m","°C"
"2120000104","0068","2019-06-15T00:32:00.000","9.36","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0051025090","0068","2018-10-16T00:00:00.000","26.7","GRANJA MIRA","NARINO","TUMACO","MIRA","1.55","-78.696","Temp Aire 2 m","°C"
"0021055501","0068","2019-07-09T00:55:00.000","15.37625","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Temp Aire 2 m","°C"
"2120700038","0068","2019-06-12T21:55:00.000","14.01","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0052025501","0068","2019-05-07T02:10:00.000","17.6795","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0021015502","0068","2018-10-12T01:20:00.000","14.75955","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0021205516","0068","2019-02-07T10:30:00.000","16.455","NEGRETE  - AUT","CUNDINAMARCA","PACHO","ALTO MAGDALENA","5.173","-73.852","Temp Aire 2 m","°C"
"0021206780","0068","2012-12-08T16:40:00.000","19.4","LA INDEPENDENCIA FOPAE Fuera de Servicio","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.317","Temp Aire 2 m","°C"
"0016025502","0068","2017-07-13T03:50:00.000","18.71955","FRANCISCO ROMERO  - AUT","NORTE DE SANTANDER","SALAZAR","CATATUMBO","7.739166667","-72.78055278","Temp Aire 2 m","°C"
"0021206780","0068","2015-02-16T16:05:00.000","19.4","LA INDEPENDENCIA FOPAE Fuera de Servicio","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.317","Temp Aire 2 m","°C"
"0024055070","0068","2016-03-09T02:00:00.000","22.6","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Temp Aire 2 m","°C"
"0037015501","0068","2018-12-16T19:25:00.000","15.1848","LABATECA  - AUT","NORTE DE SANTANDER","LABATECA","ARAUCA","7.296058333","-72.49772778","Temp Aire 2 m","°C"
"0029065130","0068","2015-07-28T16:00:00.000","34.9","LA GRAN VIA - AUT","MAGDALENA","ZONA BANANERA","BAJO MAGDALENA","10.85","-74.13333333","Temp Aire 2 m","°C"
"0021205502","0068","2019-05-24T13:20:00.000","21.9703","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Temp Aire 2 m","°C"
"0026145501","0068","2017-02-28T07:30:00.000","17","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Temp Aire 2 m","°C"
"0021235030","0068","2019-02-03T17:00:00.000","36.4","UNIVERSIDAD DE CUNDINAMARCA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.305333333","-74.80811111","Temp Aire 2 m","°C"
"0024015502","0068","2017-11-26T16:30:00.000","24.2698","SUAITA  - AUT","SANTANDER","SUAITA","SOGAMOSO","6.088602778","-73.44859722","Temp Aire 2 m","°C"
"0021202240","0068","2015-06-02T12:50:00.000","18.85","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Temp Aire 2 m","°C"
"0021201200","0068","2012-03-27T16:05:00.000","13.92","ESC LA UNION - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.343","-74.184","Temp Aire 2 m","°C"
"0026155503","0068","2017-08-17T04:45:00.000","17.50438","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Temp Aire 2 m","°C"
"0026195502","0068","2017-08-21T09:10:00.000","22.9417","CIUDAD BOLIVAR  - AUT","ANTIOQUIA","CIUDAD BOLÍVAR","CAUCA","5.868666667","-75.99044167","Temp Aire 2 m","°C"
"0021185501","0068","2019-03-07T21:25:00.000","19.96077","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Temp Aire 2 m","°C"
"0021195501","0068","2017-02-20T14:55:00.000","26.7","GRANJA TIBACUY  - AUT","CUNDINAMARCA","TIBACUY","ALTO MAGDALENA","4.363052778","-74.43527778","Temp Aire 2 m","°C"
"0021045501","0068","2019-05-23T17:35:00.000","19.75872","OPORAPA  - AUT","HUILA","OPORAPA","ALTO MAGDALENA","2.041941667","-76.01191667","Temp Aire 2 m","°C"
"0035075080","0068","2007-07-17T04:00:00.000","6.3","PARAMO RABANAL - AUT","BOYACÁ","VENTAQUEMADA","META","5.392388889","-73.56277778","Temp Aire 2 m","°C"
"0021201980","0068","2015-10-16T22:30:00.000","10.2","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Temp Aire 2 m","°C"
"0021015502","0068","2017-02-20T13:25:00.000","20.5","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0023065180","0068","2017-10-21T12:00:00.000","30.3","VILLETA - AUT","CUNDINAMARCA","VILLETA","MEDIO MAGDALENA","5.016861111","-74.47097222","Temp Aire 2 m","°C"
"0035185010","0068","2008-12-11T22:00:00.000","23.7","LA PALOMERA - AUT","META","PUERTO LÓPEZ","META","4.260361111","-72.56447222","Temp Aire 2 m","°C"
"0026065501","0068","2019-02-06T21:20:00.000","17.0386","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Temp Aire 2 m","°C"
"0021202180","0068","2013-12-28T01:20:00.000","12.6","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Temp Aire 2 m","°C"
"0021206790","0068","2005-06-07T11:00:00.000","18.4","HACIENDA SANTA ANA - AUT","CUNDINAMARCA","NEMOCÓN","ALTO MAGDALENA","5.0905","-73.88125","Temp Aire 2 m","°C"
"0024055080","0068","2010-05-18T12:00:00.000","33.5","VIZCAINA LA LIZAMA  - AUT","SANTANDER","BARRANCABERMEJA","SOGAMOSO","6.982972222","-73.70488889","Temp Aire 2 m","°C"
"0024035410","0068","2013-10-12T07:00:00.000","12.1","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Temp Aire 2 m","°C"
"0026195501","0068","2017-11-20T05:30:00.000","16.71034","ANDES  - AUT","ANTIOQUIA","ANDES","CAUCA","5.660108333","-75.91413889","Temp Aire 2 m","°C"
"0052015501","0068","2018-12-29T13:55:00.000","25.45099","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Temp Aire 2 m","°C"
"0026165501","0068","2018-06-04T14:45:00.000","24.44715","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Temp Aire 2 m","°C"
"2801500078","0068","2019-08-17T12:00:00.000","30","HATICO DE LOS INDIOS - AUT","LA GUAJIRA","SAN JUAN DEL CESAR","CESAR","10.860305556","-73.114222222","Temp Aire 2 m","°C"
"0051025090","0068","2017-12-11T05:00:00.000","24.6","GRANJA MIRA","NARINO","TUMACO","MIRA","1.55","-78.696","Temp Aire 2 m","°C"
"2120700038","0068","2018-12-15T23:53:00.000","12.66","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0026215501","0068","2019-07-06T04:35:00.000","13.9124","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Temp Aire 2 m","°C"
"0026145504","0068","2018-11-21T12:15:00.000","23.54013","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Temp Aire 2 m","°C"
"0026185501","0068","2017-08-19T01:50:00.000","16.13638","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Temp Aire 2 m","°C"
"0021209940","0068","2016-04-13T01:00:00.000","15.6","GRAVILLERAS - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.533","-74.117","Temp Aire 2 m","°C"
"0021015501","0068","2019-01-25T05:30:00.000","16.2201","PITALITO  - AUT","HUILA","PITALITO","ALTO MAGDALENA","1.777527778","-76.19163889","Temp Aire 2 m","°C"
"0026085501","0068","2018-06-27T07:25:00.000","18.461","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Temp Aire 2 m","°C"
"0022045502","0068","2019-03-28T07:35:00.000","20.11749","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Temp Aire 2 m","°C"
"0021206790","0068","2006-11-01T20:00:00.000","11.4","HACIENDA SANTA ANA - AUT","CUNDINAMARCA","NEMOCÓN","ALTO MAGDALENA","5.0905","-73.88125","Temp Aire 2 m","°C"
"0023125501","0068","2017-11-04T04:10:00.000","17.22284","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Temp Aire 2 m","°C"
"0021202230","0068","2014-06-10T01:05:00.000","13.5","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"0024035360","0068","2011-05-12T09:00:00.000","20.4","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Temp Aire 2 m","°C"
"0026145504","0068","2018-12-15T07:25:00.000","16.86747","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Temp Aire 2 m","°C"
"0054077210","0068","2005-07-06T12:00:00.000","27.5","JUANCHACO - AUT","VALLE DEL CAUCA","BUENAVENTURA","SAN JUÁN","3.925147222","-77.34900556","Temp Aire 2 m","°C"
"0051025060","0068","2006-03-31T21:00:00.000","21.7","BIOTOPO - AUT","NARIÑO","BARBACOAS","MIRA","1.408638889","-78.28161111","Temp Aire 2 m","°C"
"0024015110","0068","2013-11-25T01:00:00.000","8.1","LA BOYERA - AUT","CUNDINAMARCA","UBATÉ","SOGAMOSO","5.303805556","-73.85175","Temp Aire 2 m","°C"
"0021115170","0068","2014-01-15T23:00:00.000","13","LA PLATA - AUT","HUILA","NEIVA","ALTO MAGDALENA","2.759138889","-75.07455556","Temp Aire 2 m","°C"
"0029004520","0068","2017-04-18T01:00:00.000","13.7","ESCUELA NAVAL BARRANQUILLA  - AUT","ATLANTICO","BARRANQUILLA","BAJO MAGDALENA","11.00638889","-74.785","Temp Aire 2 m","°C"
"0026125503","0068","2017-11-13T03:20:00.000","19.07841","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Temp Aire 2 m","°C"
"0026075120","0068","2014-06-24T17:00:00.000","21.4","LA DIANA - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.314055556","-76.18569444","Temp Aire 2 m","°C"
"0026145507","0068","2019-04-15T02:15:00.000","17.14833","LAS TANGAS  - AUT","CALDAS","BELALCAZAR","CAUCA","5.038","-75.80599722","Temp Aire 2 m","°C"
"0026155270","0068","2013-10-09T18:00:00.000","10.5","SAN ANTONIO CALDAS - AUT","CALDAS","VILLAMARIA","CAUCA","4.886611111","-75.42897222","Temp Aire 2 m","°C"
"0021202240","0068","2010-08-04T16:00:00.000","21.29","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Temp Aire 2 m","°C"
"0023035030","0068","2018-01-14T14:00:00.000","31.1","BASE PALANQUERO  - AUT","CUNDINAMARCA","PUERTO SALGAR","MEDIO MAGDALENA","5.492861111","-74.658","Temp Aire 2 m","°C"
"0035025501","0068","2018-05-01T21:45:00.000","16.2466","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Temp Aire 2 m","°C"
"0021202200","0068","2011-12-29T05:30:00.000","13.1","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Temp Aire 2 m","°C"
"0023065501","0068","2018-02-18T00:10:00.000","17.18961","PACHO  - AUT","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.129127778","-74.15769722","Temp Aire 2 m","°C"
"0021165502","0068","2018-06-20T05:00:00.000","15.69713","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Temp Aire 2 m","°C"
"0026185501","0068","2018-01-13T00:40:00.000","15.22231","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Temp Aire 2 m","°C"
"0021202180","0068","2016-06-01T00:05:00.000","13.4","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Temp Aire 2 m","°C"
"0026155503","0068","2018-08-11T20:50:00.000","20.74582","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Temp Aire 2 m","°C"
"2120700038","0068","2019-01-03T01:33:00.000","13.03","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0026115501","0068","2018-11-21T13:00:00.000","26.43366","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Temp Aire 2 m","°C"
"0026145507","0068","2019-08-09T08:35:00.000","23.83924","LAS TANGAS  - AUT","CALDAS","BELALCAZAR","CAUCA","5.038","-75.80599722","Temp Aire 2 m","°C"
"0036015501","0068","2017-09-12T02:05:00.000","22.18","TAMARA  - AUT","CASANARE","TÁMARA","CASANARE","5.872219444","-72.11944167","Temp Aire 2 m","°C"
"0024015501","0068","2019-01-15T03:00:00.000","13.35842","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Temp Aire 2 m","°C"
"0044015070","0068","2009-12-24T09:00:00.000","23.4","EL PEPINO - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.082888889","-76.66711111","Temp Aire 2 m","°C"
"0023105060","0068","2007-03-06T12:00:00.000","25.2","VEGACHA","ANTIOQUIA","VEGACHÍ","MEDIO MAGDALENA","6.774","-74.797","Temp Aire 2 m","°C"
"0015065180","0068","2018-10-12T03:00:00.000","22","APTO ALMIRANTE PADILLA TX GPRS","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.53","-72.918","Temp Aire 2 m","°C"
"0026195501","0068","2018-02-16T21:45:00.000","18.21292","ANDES  - AUT","ANTIOQUIA","ANDES","CAUCA","5.660108333","-75.91413889","Temp Aire 2 m","°C"
"2120000107","0068","2019-05-23T19:48:00.000","12.69","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0035035130","0068","2017-02-02T02:00:00.000","4.1","PARAMO CHINGAZA  - AUT","CUNDINAMARCA","GUASCA","META","4.713666667","-73.80325","Temp Aire 2 m","°C"
"0026225060","0068","2009-01-15T16:00:00.000","36","HACIENDA COTOVE - AUT","ANTIOQUIA","SANTA FE DE ANTIOQUIA","CAUCA","6.533916667","-75.82733333","Temp Aire 2 m","°C"
"0035025090","0068","2009-06-14T04:00:00.000","8.1","BOSQUE INTERVENIDO  - AUT","CUNDINAMARCA","LA CALERA","META","4.664888889","-73.84663889","Temp Aire 2 m","°C"
"0026155230","0068","2014-06-02T18:00:00.000","16.4","EMAS - AUT","CALDAS","MANIZALES","CAUCA","5.08525","-75.50713889","Temp Aire 2 m","°C"
"0053115502","0068","2018-09-29T01:25:00.000","18.03815","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Temp Aire 2 m","°C"
"0023065502","0068","2017-12-13T23:35:00.000","17.86433","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Temp Aire 2 m","°C"
"0021185090","0068","2015-06-15T04:00:00.000","25.2","NATAIMA - AUT","TOLIMA","ESPINAL","ALTO MAGDALENA","4.188138889","-74.96047222","Temp Aire 2 m","°C"
"2120000106","0068","2019-05-23T05:16:00.000","7.666","GRAN BRETAÑA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.512","-74.164","Temp Aire 2 m","°C"
"0035025501","0068","2017-11-30T06:20:00.000","14.02503","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Temp Aire 2 m","°C"
"0026125503","0068","2016-04-29T18:30:00.000","20.1","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Temp Aire 2 m","°C"
"0026145090","0068","2011-01-19T16:00:00.000","23.4","SANTA EMILIA - AUT","RISARALDA","BELÉN DE UMBRÍA","CAUCA","5.207472222","-75.90294444","Temp Aire 2 m","°C"
"0026175502","0068","2019-04-15T21:30:00.000","23.94351","LA CRISTALINA  - AUT","ANTIOQUIA","TÁMESIS","CAUCA","5.7","-75.65999722","Temp Aire 2 m","°C"
"2120000104","0068","2019-01-19T23:42:00.000","10.96","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0026135320","0068","2016-07-03T11:00:00.000","1","NEVADO SANTA ISABEL  - AUT","CALDAS","VILLAMARIA","CAUCA","4.802611111","-75.38047222","Temp Aire 2 m","°C"
"0035095130","0068","2015-08-11T06:00:00.000","0.96","LAGUNA DE LA PLAZA","ARAUCA","SARAVENA","CASANARE","6.362","-72.282","Temp Aire 2 m","°C"
